person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,age_group,monthly_income,loan_risk_tier
22,39600,RENT,4.0,DEBTCONSOLIDATION,D,3600,17.49,1,0.09,1,3,18-25,3300.0,Aşağı Risk
22,41000,RENT,2.0,DEBTCONSOLIDATION,D,3600,16.77,1,0.09,1,3,18-25,3416.67,Aşağı Risk
22,37308,MORTGAGE,0.0,PERSONAL,B,8400,9.99,0,0.23,0,4,18-25,3109.0,Orta Risk
23,37344,MORTGAGE,0.0,EDUCATION,C,3200,12.68,0,0.09,1,2,18-25,3112.0,Aşağı Risk
23,48000,RENT,8.0,VENTURE,D,3600,16.02,0,0.07,0,2,18-25,4000.0,Aşağı Risk
22,42492,RENT,6.0,DEBTCONSOLIDATION,B,3600,10.99,1,0.08,0,3,18-25,3541.0,Aşağı Risk
25,31417,MORTGAGE,4.0,EDUCATION,B,7000,10.36,1,0.22,0,3,18-25,2618.08,Orta Risk
22,44000,RENT,3.0,HOMEIMPROVEMENT,C,3600,13.43,1,0.08,1,2,18-25,3666.67,Aşağı Risk
24,50000,RENT,4.0,DEBTCONSOLIDATION,B,3600,11.36,0,0.07,0,3,18-25,4166.67,Aşağı Risk
21,50350,RENT,3.0,EDUCATION,A,3600,7.88,0,0.07,0,3,18-25,4195.83,Aşağı Risk
25,51300,RENT,9.0,DEBTCONSOLIDATION,A,3600,7.49,0,0.07,0,3,18-25,4275.0,Aşağı Risk
23,54000,RENT,0.0,MEDICAL,B,3600,12.42,0,0.07,0,3,18-25,4500.0,Aşağı Risk
23,54804,RENT,4.0,EDUCATION,D,3600,16.77,0,0.07,1,4,18-25,4567.0,Aşağı Risk
21,37459,MORTGAGE,6.0,EDUCATION,A,5600,6.92,0,0.15,0,2,18-25,3121.58,Aşağı Risk
23,37460,MORTGAGE,2.0,EDUCATION,C,7125,13.99,0,0.19,0,4,18-25,3121.67,Aşağı Risk
25,55000,RENT,9.0,DEBTCONSOLIDATION,A,3600,8.9,0,0.07,0,3,18-25,4583.33,Aşağı Risk
23,55000,RENT,5.0,PERSONAL,A,3600,5.99,0,0.07,0,3,18-25,4583.33,Aşağı Risk
25,55200,RENT,0.0,HOMEIMPROVEMENT,C,3600,13.98,0,0.07,0,4,18-25,4600.0,Aşağı Risk
25,54000,RENT,1.0,PERSONAL,A,3600,10.99,1,0.07,0,3,18-25,4500.0,Aşağı Risk
23,60000,RENT,4.0,VENTURE,A,3600,7.9,0,0.06,0,2,18-25,5000.0,Aşağı Risk
21,37500,MORTGAGE,5.0,PERSONAL,A,12000,5.79,0,0.32,0,2,18-25,3125.0,Orta Risk
23,60000,RENT,8.0,EDUCATION,B,3600,9.99,0,0.06,0,2,18-25,5000.0,Aşağı Risk
26,37500,MORTGAGE,4.0,DEBTCONSOLIDATION,A,7000,6.54,0,0.19,0,4,26-35,3125.0,Aşağı Risk
25,60900,RENT,2.0,PERSONAL,A,3600,6.91,0,0.06,0,3,18-25,5075.0,Aşağı Risk
26,63000,RENT,10.0,HOMEIMPROVEMENT,A,3600,6.76,0,0.06,0,4,26-35,5250.0,Aşağı Risk
24,37500,MORTGAGE,2.0,DEBTCONSOLIDATION,A,5600,8.94,0,0.15,0,4,18-25,3125.0,Aşağı Risk
23,65000,RENT,2.0,DEBTCONSOLIDATION,B,3600,11.49,0,0.06,0,2,18-25,5416.67,Aşağı Risk
23,65000,RENT,7.0,MEDICAL,B,3600,10.59,0,0.06,0,3,18-25,5416.67,Aşağı Risk
24,65000,RENT,0.0,EDUCATION,B,3600,10.59,0,0.06,0,2,18-25,5416.67,Aşağı Risk
25,67000,RENT,2.0,VENTURE,B,3600,9.99,0,0.05,0,4,18-25,5583.33,Aşağı Risk
25,51850,RENT,2.0,MEDICAL,C,3600,13.99,1,0.06,0,2,18-25,4320.83,Aşağı Risk
25,37560,OWN,4.0,HOMEIMPROVEMENT,B,5000,10.99,0,0.13,0,3,18-25,3130.0,Aşağı Risk
26,72000,RENT,2.0,VENTURE,B,3600,10.74,0,0.05,0,4,26-35,6000.0,Aşağı Risk
25,37596,MORTGAGE,3.0,PERSONAL,B,12000,11.99,0,0.32,0,4,18-25,3133.0,Orta Risk
26,75000,RENT,0.0,HOMEIMPROVEMENT,A,3600,8.94,0,0.05,0,4,26-35,6250.0,Aşağı Risk
22,80000,RENT,5.0,DEBTCONSOLIDATION,B,3600,12.69,0,0.04,0,3,18-25,6666.67,Aşağı Risk
23,37700,MORTGAGE,4.0,EDUCATION,D,8000,15.62,0,0.21,1,3,18-25,3141.67,Orta Risk
26,84996,RENT,4.0,EDUCATION,B,3600,11.99,0,0.04,0,2,26-35,7083.0,Aşağı Risk
23,31785,MORTGAGE,7.0,MEDICAL,D,6000,14.96,1,0.19,0,2,18-25,2648.75,Aşağı Risk
22,37800,MORTGAGE,7.0,EDUCATION,B,7200,10.99,0,0.19,0,2,18-25,3150.0,Aşağı Risk
22,93000,RENT,1.0,HOMEIMPROVEMENT,D,3600,16.77,1,0.04,1,3,18-25,7750.0,Aşağı Risk
23,110000,RENT,0.0,PERSONAL,A,3600,10.99,0,0.03,0,3,18-25,9166.67,Aşağı Risk
25,31800,OTHER,1.0,HOMEIMPROVEMENT,C,10000,12.53,1,0.31,0,3,18-25,2650.0,Orta Risk
25,19800,RENT,9.0,MEDICAL,D,3625,16.29,1,0.18,0,2,18-25,1650.0,Aşağı Risk
26,37820,MORTGAGE,3.0,HOMEIMPROVEMENT,A,6300,10.99,0,0.17,0,4,26-35,3151.67,Aşağı Risk
26,24000,RENT,1.0,HOMEIMPROVEMENT,B,3625,11.11,1,0.15,0,4,26-35,2000.0,Aşağı Risk
25,52000,RENT,0.0,HOMEIMPROVEMENT,A,3625,6.54,0,0.07,0,3,18-25,4333.33,Aşağı Risk
23,52000,RENT,2.0,PERSONAL,B,3625,10.59,1,0.07,0,2,18-25,4333.33,Aşağı Risk
25,37980,MORTGAGE,7.0,PERSONAL,A,3500,6.03,0,0.09,0,2,18-25,3165.0,Aşağı Risk
26,38000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,8875,7.51,0,0.23,0,2,26-35,3166.67,Orta Risk
23,38000,MORTGAGE,5.0,VENTURE,B,4000,12.42,0,0.11,0,3,18-25,3166.67,Aşağı Risk
21,27996,RENT,5.0,EDUCATION,A,3700,8.0,0,0.13,0,3,18-25,2333.0,Aşağı Risk
23,36000,RENT,4.0,DEBTCONSOLIDATION,B,3700,9.25,0,0.1,0,2,18-25,3000.0,Aşağı Risk
23,38000,MORTGAGE,5.0,PERSONAL,A,5400,7.9,0,0.14,0,3,18-25,3166.67,Aşağı Risk
22,60000,RENT,0.0,EDUCATION,B,3700,10.37,0,0.06,0,4,18-25,5000.0,Aşağı Risk
23,75000,RENT,2.0,DEBTCONSOLIDATION,A,3700,6.03,0,0.05,0,2,18-25,6250.0,Aşağı Risk
23,38000,MORTGAGE,5.0,EDUCATION,B,8000,12.69,0,0.21,0,3,18-25,3166.67,Orta Risk
23,33000,RENT,0.0,DEBTCONSOLIDATION,A,3725,6.54,0,0.11,0,2,18-25,2750.0,Aşağı Risk
23,120000,RENT,3.0,VENTURE,A,3725,8.49,0,0.03,0,2,18-25,10000.0,Aşağı Risk
23,21000,RENT,3.0,DEBTCONSOLIDATION,D,3750,15.65,1,0.18,0,2,18-25,1750.0,Aşağı Risk
21,38000,MORTGAGE,5.0,EDUCATION,C,7000,13.49,0,0.18,1,3,18-25,3166.67,Aşağı Risk
22,38000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,6000,7.51,0,0.16,0,4,18-25,3166.67,Aşağı Risk
22,27804,RENT,2.0,MEDICAL,C,3750,13.85,0,0.13,1,4,18-25,2317.0,Aşağı Risk
24,38000,OWN,2.0,EDUCATION,A,9600,10.99,0,0.25,0,2,18-25,3166.67,Orta Risk
25,38000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,5400,8.9,0,0.14,0,2,18-25,3166.67,Aşağı Risk
22,38000,MORTGAGE,4.0,MEDICAL,A,18000,8.9,0,0.47,0,2,18-25,3166.67,Yüksək Risk
22,11000,RENT,3.0,HOMEIMPROVEMENT,B,3800,8.88,1,0.35,0,4,18-25,916.67,Orta Risk
25,19200,RENT,0.0,DEBTCONSOLIDATION,C,3800,14.35,1,0.2,1,4,18-25,1600.0,Orta Risk
21,25000,RENT,0.0,DEBTCONSOLIDATION,A,3800,8.59,0,0.15,0,2,18-25,2083.33,Aşağı Risk
26,38000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,4000,10.99,0,0.11,0,3,26-35,3166.67,Aşağı Risk
23,26400,RENT,7.0,DEBTCONSOLIDATION,A,3800,7.9,0,0.14,0,4,18-25,2200.0,Aşağı Risk
25,30004,RENT,3.0,DEBTCONSOLIDATION,D,3800,14.84,1,0.13,0,2,18-25,2500.33,Aşağı Risk
22,34000,RENT,4.0,MEDICAL,D,3800,18.25,1,0.11,1,4,18-25,2833.33,Aşağı Risk
22,43000,RENT,4.0,EDUCATION,A,3800,6.99,0,0.09,0,4,18-25,3583.33,Aşağı Risk
26,47000,RENT,8.0,PERSONAL,C,3800,13.49,0,0.08,0,3,26-35,3916.67,Aşağı Risk
23,55000,RENT,1.0,MEDICAL,A,3800,6.76,0,0.07,0,4,18-25,4583.33,Aşağı Risk
26,38000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,5000,10.99,0,0.13,0,2,26-35,3166.67,Aşağı Risk
23,69000,RENT,4.0,EDUCATION,D,3800,15.28,1,0.06,1,3,18-25,5750.0,Aşağı Risk
23,108000,RENT,1.0,MEDICAL,C,3800,14.26,0,0.04,1,4,18-25,9000.0,Aşağı Risk
26,26000,RENT,2.0,DEBTCONSOLIDATION,C,3825,14.27,0,0.15,0,4,26-35,2166.67,Aşağı Risk
22,38000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,8500,5.42,0,0.22,0,2,18-25,3166.67,Orta Risk
22,28500,RENT,3.0,VENTURE,C,3825,15.96,1,0.13,0,3,18-25,2375.0,Aşağı Risk
22,38000,MORTGAGE,2.0,MEDICAL,B,8000,9.99,0,0.21,0,3,18-25,3166.67,Orta Risk
24,40000,RENT,1.0,VENTURE,B,3825,10.0,0,0.1,0,4,18-25,3333.33,Aşağı Risk
25,38000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,9000,6.99,0,0.24,0,4,18-25,3166.67,Orta Risk
23,38000,OWN,2.0,VENTURE,C,5000,12.99,0,0.13,0,4,18-25,3166.67,Aşağı Risk
24,32000,RENT,2.0,EDUCATION,C,3850,12.68,0,0.12,1,4,18-25,2666.67,Aşağı Risk
22,38000,MORTGAGE,6.0,EDUCATION,A,4500,5.79,0,0.12,0,2,18-25,3166.67,Aşağı Risk
23,48500,RENT,5.0,DEBTCONSOLIDATION,A,3850,8.49,0,0.08,0,4,18-25,4041.67,Aşağı Risk
24,38000,MORTGAGE,8.0,PERSONAL,B,5000,10.0,0,0.13,0,3,18-25,3166.67,Aşağı Risk
22,26000,RENT,2.0,MEDICAL,A,3900,7.51,0,0.15,0,3,18-25,2166.67,Aşağı Risk
25,38000,MORTGAGE,4.0,PERSONAL,A,6000,5.42,0,0.16,0,2,18-25,3166.67,Aşağı Risk
24,40000,RENT,1.0,EDUCATION,C,3900,12.23,0,0.1,1,3,18-25,3333.33,Aşağı Risk
25,44500,RENT,0.0,VENTURE,B,3900,10.99,0,0.09,0,2,18-25,3708.33,Aşağı Risk
23,38000,OWN,0.0,VENTURE,B,17500,11.11,0,0.46,0,4,18-25,3166.67,Yüksək Risk
22,45000,RENT,1.0,EDUCATION,A,3950,6.92,0,0.09,0,4,18-25,3750.0,Aşağı Risk
22,12000,RENT,1.0,VENTURE,B,4000,9.76,1,0.33,0,3,18-25,1000.0,Orta Risk
22,12600,RENT,2.0,PERSONAL,B,4000,10.37,1,0.32,0,4,18-25,1050.0,Orta Risk
22,38000,MORTGAGE,5.0,EDUCATION,B,4200,9.25,0,0.11,0,2,18-25,3166.67,Aşağı Risk
25,32000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,8000,10.36,1,0.25,0,2,18-25,2666.67,Orta Risk
24,13000,RENT,4.0,PERSONAL,B,4000,9.88,1,0.31,0,2,18-25,1083.33,Orta Risk
22,38000,MORTGAGE,5.0,EDUCATION,B,4800,9.99,0,0.13,0,3,18-25,3166.67,Aşağı Risk
25,13000,RENT,2.0,PERSONAL,D,4000,15.65,1,0.31,1,3,18-25,1083.33,Orta Risk
24,13200,RENT,6.0,VENTURE,D,4000,15.65,1,0.3,1,3,18-25,1100.0,Orta Risk
24,13200,RENT,1.0,EDUCATION,A,4000,5.79,1,0.3,0,3,18-25,1100.0,Orta Risk
21,13200,RENT,2.0,HOMEIMPROVEMENT,A,4000,6.39,1,0.3,0,3,18-25,1100.0,Orta Risk
26,14000,RENT,2.0,VENTURE,B,4000,10.99,1,0.29,0,3,26-35,1166.67,Orta Risk
22,14400,RENT,4.0,HOMEIMPROVEMENT,A,4000,7.29,1,0.28,0,4,18-25,1200.0,Orta Risk
22,38000,MORTGAGE,6.0,MEDICAL,A,4000,6.76,0,0.11,0,2,18-25,3166.67,Aşağı Risk
24,38000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,8000,7.14,0,0.21,0,3,18-25,3166.67,Orta Risk
23,14400,RENT,0.0,VENTURE,B,4000,10.74,1,0.28,0,3,18-25,1200.0,Orta Risk
21,38000,OWN,5.0,EDUCATION,B,14000,11.12,0,0.37,0,3,18-25,3166.67,Orta Risk
24,38000,OWN,0.0,VENTURE,C,8500,13.11,0,0.22,0,2,18-25,3166.67,Orta Risk
22,14400,RENT,0.0,VENTURE,D,4000,14.61,1,0.28,0,2,18-25,1200.0,Orta Risk
22,14400,RENT,0.0,DEBTCONSOLIDATION,C,4000,10.91,1,0.28,1,2,18-25,1200.0,Orta Risk
25,38000,MORTGAGE,3.0,MEDICAL,B,1500,10.62,0,0.04,0,3,18-25,3166.67,Aşağı Risk
22,15000,RENT,3.0,EDUCATION,B,4000,10.08,1,0.27,0,2,18-25,1250.0,Orta Risk
26,32000,MORTGAGE,10.0,MEDICAL,D,15000,15.33,1,0.47,0,3,26-35,2666.67,Yüksək Risk
24,15600,RENT,3.0,MEDICAL,E,4000,16.32,1,0.26,0,2,18-25,1300.0,Orta Risk
22,15996,RENT,3.0,EDUCATION,C,4000,13.35,1,0.25,1,2,18-25,1333.0,Orta Risk
22,16800,RENT,2.0,DEBTCONSOLIDATION,C,4000,14.27,1,0.24,0,4,18-25,1400.0,Orta Risk
22,16800,RENT,2.0,PERSONAL,B,4000,10.25,1,0.24,0,4,18-25,1400.0,Orta Risk
21,17500,RENT,0.0,DEBTCONSOLIDATION,C,4000,13.22,1,0.23,1,4,18-25,1458.33,Orta Risk
24,38000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,16000,10.99,0,0.42,0,3,18-25,3166.67,Yüksək Risk
22,18000,RENT,6.0,MEDICAL,B,4000,11.49,1,0.22,0,4,18-25,1500.0,Orta Risk
24,18000,RENT,0.0,DEBTCONSOLIDATION,B,4000,10.99,1,0.22,0,3,18-25,1500.0,Orta Risk
23,18000,RENT,5.0,PERSONAL,B,4000,10.99,1,0.22,0,2,18-25,1500.0,Orta Risk
24,18000,RENT,2.0,EDUCATION,C,4000,12.87,1,0.22,1,4,18-25,1500.0,Orta Risk
25,18000,RENT,0.0,DEBTCONSOLIDATION,C,4000,13.22,1,0.22,1,4,18-25,1500.0,Orta Risk
22,18000,RENT,1.0,EDUCATION,C,4000,10.91,1,0.22,1,4,18-25,1500.0,Orta Risk
23,18720,RENT,2.0,EDUCATION,D,4000,15.62,1,0.21,0,4,18-25,1560.0,Orta Risk
21,19000,RENT,3.0,EDUCATION,C,4000,14.35,1,0.21,1,3,18-25,1583.33,Orta Risk
25,19200,RENT,6.0,EDUCATION,E,4000,19.03,1,0.21,1,4,18-25,1600.0,Orta Risk
21,38000,OWN,1.0,MEDICAL,A,5000,8.94,0,0.13,0,2,18-25,3166.67,Aşağı Risk
24,19200,RENT,1.0,MEDICAL,C,4000,14.35,1,0.21,1,4,18-25,1600.0,Orta Risk
22,38000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,10000,12.21,0,0.26,0,3,18-25,3166.67,Orta Risk
25,19200,RENT,5.0,DEBTCONSOLIDATION,B,4000,10.99,1,0.21,0,3,18-25,1600.0,Orta Risk
22,38000,MORTGAGE,4.0,VENTURE,D,4000,14.42,0,0.11,1,2,18-25,3166.67,Aşağı Risk
22,19200,RENT,0.0,VENTURE,B,4000,10.25,1,0.21,0,3,18-25,1600.0,Orta Risk
25,19404,RENT,0.0,DEBTCONSOLIDATION,A,4000,8.63,1,0.21,0,3,18-25,1617.0,Orta Risk
22,38000,MORTGAGE,4.0,MEDICAL,A,1950,7.37,0,0.05,0,3,18-25,3166.67,Aşağı Risk
25,38000,MORTGAGE,1.0,VENTURE,B,18800,10.99,0,0.49,0,3,18-25,3166.67,Yüksək Risk
25,20000,RENT,2.0,VENTURE,A,4000,7.29,0,0.2,0,3,18-25,1666.67,Orta Risk
23,20000,RENT,6.0,PERSONAL,C,4000,12.23,0,0.2,1,2,18-25,1666.67,Orta Risk
22,20000,RENT,1.0,EDUCATION,B,4000,11.89,0,0.2,0,3,18-25,1666.67,Orta Risk
26,20000,RENT,0.0,PERSONAL,C,4000,13.79,0,0.2,1,4,26-35,1666.67,Orta Risk
22,20000,RENT,2.0,EDUCATION,B,4000,9.45,0,0.2,0,4,18-25,1666.67,Orta Risk
26,20004,RENT,2.0,DEBTCONSOLIDATION,B,4000,12.18,0,0.2,0,4,26-35,1667.0,Orta Risk
23,20400,RENT,3.0,DEBTCONSOLIDATION,A,4000,8.94,0,0.2,0,4,18-25,1700.0,Orta Risk
24,21000,RENT,0.0,EDUCATION,C,4000,13.43,0,0.19,0,2,18-25,1750.0,Aşağı Risk
21,21000,RENT,2.0,DEBTCONSOLIDATION,B,4000,11.86,0,0.19,0,2,18-25,1750.0,Aşağı Risk
26,21000,RENT,0.0,MEDICAL,B,4000,11.36,0,0.19,0,2,26-35,1750.0,Aşağı Risk
26,38004,MORTGAGE,3.0,VENTURE,C,10000,13.35,0,0.26,0,2,26-35,3167.0,Orta Risk
24,22000,RENT,0.0,PERSONAL,B,4000,11.36,1,0.18,0,3,18-25,1833.33,Aşağı Risk
24,22000,RENT,3.0,MEDICAL,C,4000,13.92,0,0.18,0,3,18-25,1833.33,Aşağı Risk
25,23400,RENT,3.0,MEDICAL,B,4000,12.42,0,0.17,0,3,18-25,1950.0,Aşağı Risk
25,23920,RENT,0.0,MEDICAL,C,4000,14.35,0,0.17,0,2,18-25,1993.33,Aşağı Risk
21,24000,RENT,2.0,MEDICAL,D,4000,14.84,1,0.17,1,2,18-25,2000.0,Aşağı Risk
23,24000,RENT,2.0,DEBTCONSOLIDATION,B,4000,10.99,0,0.17,0,4,18-25,2000.0,Aşağı Risk
25,38014,MORTGAGE,4.0,HOMEIMPROVEMENT,A,10000,8.49,0,0.26,0,3,18-25,3167.83,Orta Risk
24,24000,RENT,2.0,VENTURE,A,4000,8.59,0,0.17,0,3,18-25,2000.0,Aşağı Risk
24,24000,RENT,0.0,VENTURE,B,4000,12.21,0,0.17,0,2,18-25,2000.0,Aşağı Risk
26,38100,MORTGAGE,6.0,VENTURE,A,3900,7.9,0,0.1,0,3,26-35,3175.0,Aşağı Risk
23,24000,RENT,4.0,MEDICAL,C,4000,11.66,0,0.17,0,4,18-25,2000.0,Aşağı Risk
22,38117,MORTGAGE,0.0,PERSONAL,B,13500,11.83,0,0.35,0,4,18-25,3176.42,Orta Risk
25,24000,RENT,2.0,VENTURE,A,4000,7.75,0,0.17,0,3,18-25,2000.0,Aşağı Risk
23,38160,MORTGAGE,5.0,MEDICAL,B,12000,10.38,0,0.31,0,4,18-25,3180.0,Orta Risk
24,24996,RENT,0.0,PERSONAL,B,4000,9.45,0,0.16,0,3,18-25,2083.0,Aşağı Risk
22,25000,RENT,2.0,VENTURE,B,4000,12.69,0,0.16,0,3,18-25,2083.33,Aşağı Risk
22,25000,RENT,0.0,DEBTCONSOLIDATION,B,4000,10.36,0,0.16,0,2,18-25,2083.33,Aşağı Risk
21,25200,RENT,1.0,PERSONAL,A,4000,8.49,0,0.16,0,4,18-25,2100.0,Aşağı Risk
22,32213,MORTGAGE,3.0,MEDICAL,C,8000,13.47,1,0.25,1,4,18-25,2684.42,Orta Risk
22,25200,RENT,1.0,MEDICAL,B,4000,10.99,0,0.16,0,2,18-25,2100.0,Aşağı Risk
26,38244,MORTGAGE,6.0,DEBTCONSOLIDATION,A,18000,9.63,0,0.47,0,3,26-35,3187.0,Yüksək Risk
22,25440,RENT,6.0,EDUCATION,A,4000,5.42,0,0.16,0,4,18-25,2120.0,Aşağı Risk
23,26000,RENT,1.0,EDUCATION,B,4000,10.99,0,0.15,0,4,18-25,2166.67,Aşağı Risk
23,26000,RENT,0.0,PERSONAL,A,4000,6.76,0,0.15,0,3,18-25,2166.67,Aşağı Risk
23,26000,RENT,1.0,PERSONAL,C,4000,12.87,1,0.15,1,3,18-25,2166.67,Aşağı Risk
26,38376,MORTGAGE,3.0,EDUCATION,A,14500,7.88,0,0.38,0,3,26-35,3198.0,Orta Risk
26,26400,RENT,0.0,EDUCATION,A,4000,7.9,0,0.15,0,2,26-35,2200.0,Aşağı Risk
24,26400,RENT,3.0,DEBTCONSOLIDATION,B,4000,10.99,1,0.15,0,3,18-25,2200.0,Aşağı Risk
23,26400,RENT,8.0,EDUCATION,C,4000,14.17,1,0.15,0,2,18-25,2200.0,Aşağı Risk
24,26400,RENT,4.0,MEDICAL,C,4000,13.72,0,0.15,0,2,18-25,2200.0,Aşağı Risk
22,27000,RENT,0.0,PERSONAL,A,4000,5.79,0,0.15,0,2,18-25,2250.0,Aşağı Risk
24,27000,RENT,8.0,MEDICAL,B,4000,10.75,0,0.15,0,4,18-25,2250.0,Aşağı Risk
23,38400,MORTGAGE,6.0,EDUCATION,A,8000,6.62,0,0.21,0,4,18-25,3200.0,Orta Risk
22,27000,RENT,6.0,EDUCATION,A,4000,7.14,0,0.15,0,2,18-25,2250.0,Aşağı Risk
21,27000,RENT,5.0,MEDICAL,D,4000,15.58,1,0.15,1,2,18-25,2250.0,Aşağı Risk
23,27040,RENT,2.0,VENTURE,C,4000,12.29,0,0.15,1,4,18-25,2253.33,Aşağı Risk
22,27600,RENT,3.0,MEDICAL,A,4000,5.42,0,0.14,0,4,18-25,2300.0,Aşağı Risk
25,38400,OWN,9.0,EDUCATION,A,1000,6.62,0,0.03,0,2,18-25,3200.0,Aşağı Risk
25,27993,RENT,2.0,MEDICAL,C,4000,12.99,0,0.14,0,2,18-25,2332.75,Aşağı Risk
23,28000,RENT,0.0,EDUCATION,A,4000,8.9,0,0.14,0,4,18-25,2333.33,Aşağı Risk
21,28000,RENT,2.0,EDUCATION,C,4000,15.23,0,0.14,0,2,18-25,2333.33,Aşağı Risk
25,28000,RENT,6.0,VENTURE,A,4000,6.39,0,0.14,0,3,18-25,2333.33,Aşağı Risk
24,28000,RENT,8.0,MEDICAL,A,4000,10.99,0,0.14,0,2,18-25,2333.33,Aşağı Risk
23,38400,MORTGAGE,7.0,VENTURE,A,2000,10.99,0,0.05,0,2,18-25,3200.0,Aşağı Risk
25,28008,RENT,5.0,MEDICAL,B,4000,10.0,0,0.14,0,2,18-25,2334.0,Aşağı Risk
24,28704,RENT,3.0,DEBTCONSOLIDATION,B,4000,9.63,0,0.14,0,3,18-25,2392.0,Aşağı Risk
22,38400,OWN,5.0,EDUCATION,C,10000,13.99,0,0.26,0,2,18-25,3200.0,Orta Risk
23,28800,RENT,0.0,EDUCATION,A,4000,5.42,0,0.14,0,2,18-25,2400.0,Aşağı Risk
22,28800,RENT,2.0,DEBTCONSOLIDATION,C,4000,13.48,0,0.14,0,2,18-25,2400.0,Aşağı Risk
26,38400,OWN,2.0,EDUCATION,B,5550,9.99,0,0.14,0,2,26-35,3200.0,Aşağı Risk
24,29000,RENT,0.0,VENTURE,B,4000,9.45,0,0.14,0,3,18-25,2416.67,Aşağı Risk
24,38400,MORTGAGE,7.0,MEDICAL,C,15000,15.23,0,0.39,0,2,18-25,3200.0,Orta Risk
26,38400,OWN,1.0,PERSONAL,B,15500,11.99,0,0.4,0,3,26-35,3200.0,Orta Risk
21,38400,MORTGAGE,0.0,EDUCATION,A,4200,10.99,0,0.11,0,2,18-25,3200.0,Aşağı Risk
23,29700,RENT,2.0,VENTURE,B,4000,10.74,0,0.13,0,4,18-25,2475.0,Aşağı Risk
22,30000,RENT,3.0,EDUCATION,A,4000,7.9,0,0.13,0,3,18-25,2500.0,Aşağı Risk
24,30000,RENT,2.0,VENTURE,A,4000,5.99,0,0.13,0,2,18-25,2500.0,Aşağı Risk
24,30000,RENT,1.0,VENTURE,A,4000,7.49,0,0.13,0,4,18-25,2500.0,Aşağı Risk
24,38400,MORTGAGE,8.0,HOMEIMPROVEMENT,B,10000,10.99,0,0.26,0,2,18-25,3200.0,Orta Risk
25,30000,RENT,6.0,EDUCATION,D,4000,16.49,0,0.13,1,3,18-25,2500.0,Aşağı Risk
25,38400,OWN,4.0,VENTURE,C,12500,13.06,0,0.33,1,2,18-25,3200.0,Orta Risk
25,30000,RENT,4.0,EDUCATION,C,4000,13.49,0,0.13,1,4,18-25,2500.0,Aşağı Risk
22,30000,RENT,3.0,PERSONAL,B,4000,11.49,0,0.13,0,3,18-25,2500.0,Aşağı Risk
22,38400,MORTGAGE,4.0,DEBTCONSOLIDATION,A,10000,5.42,0,0.26,0,2,18-25,3200.0,Orta Risk
23,38400,OWN,5.0,EDUCATION,B,7675,10.0,0,0.2,0,4,18-25,3200.0,Orta Risk
22,30000,RENT,1.0,EDUCATION,C,4000,10.99,0,0.13,0,3,18-25,2500.0,Aşağı Risk
25,38400,MORTGAGE,2.0,DEBTCONSOLIDATION,A,10000,7.29,0,0.26,0,2,18-25,3200.0,Orta Risk
23,38400,MORTGAGE,7.0,VENTURE,B,5000,10.37,0,0.13,0,4,18-25,3200.0,Aşağı Risk
23,30000,RENT,0.0,DEBTCONSOLIDATION,B,4000,10.36,0,0.13,0,3,18-25,2500.0,Aşağı Risk
23,30000,RENT,0.0,MEDICAL,B,4000,10.36,0,0.13,0,4,18-25,2500.0,Aşağı Risk
23,38400,MORTGAGE,0.0,PERSONAL,B,5000,9.25,0,0.13,0,3,18-25,3200.0,Aşağı Risk
26,30000,RENT,4.0,VENTURE,B,4000,10.75,0,0.13,0,3,26-35,2500.0,Aşağı Risk
22,30000,RENT,0.0,VENTURE,D,4000,15.21,1,0.13,0,2,18-25,2500.0,Aşağı Risk
25,38400,MORTGAGE,5.0,MEDICAL,A,5700,6.17,0,0.15,0,2,18-25,3200.0,Aşağı Risk
26,32400,MORTGAGE,10.0,MEDICAL,D,10000,10.99,1,0.31,1,4,26-35,2700.0,Orta Risk
22,30000,RENT,1.0,PERSONAL,C,4000,10.99,0,0.13,0,4,18-25,2500.0,Aşağı Risk
26,38400,MORTGAGE,5.0,DEBTCONSOLIDATION,A,6000,7.51,0,0.16,0,3,26-35,3200.0,Aşağı Risk
26,30000,RENT,1.0,PERSONAL,B,4000,11.83,1,0.13,0,4,26-35,2500.0,Aşağı Risk
25,30000,RENT,6.0,EDUCATION,B,4000,9.76,0,0.13,0,3,18-25,2500.0,Aşağı Risk
24,30000,RENT,1.0,EDUCATION,C,4000,11.34,0,0.13,0,3,18-25,2500.0,Aşağı Risk
25,30900,RENT,1.0,VENTURE,D,4000,12.61,1,0.13,0,3,18-25,2575.0,Aşağı Risk
